type; ID; name; ID2; data; FR;GB
DITL;153;;21;posAndFlags= 129 214 147 384  0x05;Inutilisée;Unused
DITL;153;;22;posAndFlags= 146 214 164 384  0x05;Inutilisée;Unused
DITL;153;;23;posAndFlags= 163 214 181 384  0x05;Inutilisée;Unused
DITL;153;;24;posAndFlags= 180 214 198 384  0x05;Inutilisée;Unused
DITL;153;;25;posAndFlags= 197 214 215 384  0x05;Inutilisée;Unused
DITL;153;;26;posAndFlags= 214 214 232 384  0x05;Inutilisée;Unused
DITL;153;;27;posAndFlags= 231 214 249 384  0x05;Noms: algo Métaphone;Names : Metaphone
DITL;153;;28;posAndFlags= 248 214 266 384  0x05;Noms courts dans liste;Short Names in List
DITL;153;;29;posAndFlags= 61 389 79 586  0x05;Infos techn. dans rapport;technical infos in report
DITL;153;;30;posAndFlags= 78 389 96 559  0x05;Noms des ouvertures;openings names
DITL;153;;31;posAndFlags= 95 389 113 559  0x05;En mode IOS;IOS mode
DITL;153;;32;posAndFlags= 112 389 130 559  0x05;La démo apprend;automatch learns openings
DITL;153;;33;posAndFlags= 129 389 147 589  0x05;Déconnecter du réseau;disconnect from the Net
DITL;153;;34;posAndFlags= 146 389 164 559  0x05;Afficher le graphe;show opening graph
DITL;153;;35;posAndFlags= 163 389 181 581  0x05;Réfutations dans rapport;refutations in report
DITL;153;;36;posAndFlags= 180 389 198 591  0x05;Ne pas utiliser trop de gras;Don't use bold
DITL;153;;37;posAndFlags= 197 389 215 559  0x05;Pas de mise en veille;Forbid Sleep Mode of Mac
DITL;153;;38;posAndFlags= 214 389 232 599  0x05;Montrer toutes les itérations;Show all iterations
DITL;153;;39;posAndFlags= 231 389 249 593  0x05;Coord. en majuscules;Uppercase for Coordonates
DITL;153;;40;posAndFlags= 248 389 266 600  0x05;Initiale des homonymes;Differentiate Homonyms
DITL;154;;1;posAndFlags= 173 355 193 426  0x04;OK;OK
DITL;154;;2;posAndFlags= 17 24 49 56  0xA0;Í;Í
DITL;154;;3;posAndFlags= 15 78 64 430  0x88;Cette texture n'est pas disponible car je ne trouve plus, dans le dossier « Othelliers Cassio », le fichier « ^1 » contenant les images des cases.\n;This texture is not longer available because I can't find, in the folder «Othellier Cassio», the file «^1», which contains the necessary pictures.\n
DITL;154;;4;posAndFlags= 71 79 135 441  0x88;Le plus probable est que vous avez déplacé l'exécutable Cassio sur votre disque dur par rapport à la distribution initiale. Essayez de placer l'exécutable à côté du dossier «Othelliers Cassio», et relancez Cassio.\n\nNB : voyez ^0 pour plus d'infos.;What probably happened is that you moved the Cassio executable on your hard disc, but not to the initial distribution. Try moving back the executable near the «Othelliers Cassio» folder, and relaunch Cassio.\n\nNB : see ^0 for more infos.
DITL;155;;1;posAndFlags= 119 237 139 310  0x04;OK;OK
DITL;155;;2;posAndFlags= 119 133 139 199  0x04;Annuler;Cancel
DITL;155;;3;posAndFlags= 60 81 78 327  0x06;Ce nœud et tous ses sous-arbres;This node and all its subtrees
DITL;155;;4;posAndFlags= 80 81 98 355  0x06;Tous les sous-arbres, garder ce nœud;All the subtrees, keeping this node
DITL;155;;5;posAndFlags= 61 15 77 83  0x88;Détruire…;Delete…
DITL;155;;6;posAndFlags= 15 16 47 48  0xA0;;
DITL;155;;7;posAndFlags= 15 361 47 393  0xA0;;
DITL;156;;1;posAndFlags= 329 373 349 529  0x04;Analyser maintenant;Begin Analysis
DITL;156;;2;posAndFlags= 330 194 350 287  0x04;Annuler;Cancel
DITL;156;;3;posAndFlags= 24 163 40 454  0x88;Analyse rétrograde de la partie en cours :;Retrograde analysis parameters of the current game :
DITL;156;;4;posAndFlags= 16 44 48 76  0xA0;;
DITL;156;;5;posAndFlags= 16 492 48 524  0xA0;;
DITL;156;;6;posAndFlags= 74 13 90 125  0x88;Première passe :;First pass :
DITL;156;;7;posAndFlags= 154 13 170 130  0x88;Deuxième passe :;Second pass :
DITL;156;;8;posAndFlags= 234 13 250 129  0x88;Troisième passe :;Third pass :
DITL;156;;9;posAndFlags= 74 134 91 324  0x00;;
DITL;156;;10;posAndFlags= 74 344 91 544  0x00;;
DITL;156;;11;posAndFlags= 99 134 116 324  0x00;;
DITL;156;;12;posAndFlags= 99 344 116 544  0x00;;
DITL;156;;13;posAndFlags= 124 134 141 324  0x00;;
DITL;156;;14;posAndFlags= 124 344 141 544  0x00;;
DITL;156;;15;posAndFlags= 154 134 171 324  0x00;;
DITL;156;;16;posAndFlags= 154 344 171 544  0x00;;
DITL;156;;17;posAndFlags= 179 134 196 324  0x00;;
DITL;156;;18;posAndFlags= 179 344 196 544  0x00;;
DITL;156;;19;posAndFlags= 204 134 221 324  0x00;;
DITL;156;;20;posAndFlags= 204 344 221 544  0x00;;
DITL;156;;21;posAndFlags= 234 134 251 324  0x00;;
DITL;156;;22;posAndFlags= 234 344 251 544  0x00;;
DITL;156;;23;posAndFlags= 259 134 276 324  0x00;;
DITL;156;;24;posAndFlags= 259 344 276 544  0x00;;
DITL;156;;25;posAndFlags= 284 134 301 324  0x00;;
DITL;157;;1;posAndFlags= 68 259 88 323  0x04;OK;OK
DITL;157;;2;posAndFlags= 68 148 88 224  0x04;Annuler;Annuler
DITL;157;;3;posAndFlags= 13 71 48 338  0x88;Promouvoir la séquence menant à la position courante comme branche principale de l'arbre de jeu ?;Make the current game become the main branch of the game tree ?
DITL;158;;1;posAndFlags= 80 279 100 364  0x04;Supprimer;Suppress
DITL;158;;2;posAndFlags= 80 178 100 251  0x04;Annuler;Cancel
DITL;158;;3;posAndFlags= 19 24 51 56  0xA0;È;È
DITL;159;;1;posAndFlags= 80 279 100 364  0x04;Supprimer;Suppress
DITL;159;;2;posAndFlags= 80 178 100 251  0x04;Annuler;Cancel
DITL;159;;3;posAndFlags= 19 24 51 56  0xA0;È;È
DITL;160;;1;posAndFlags= 382 250 402 348  0x04;OK;OK
DITL;160;;2;posAndFlags= 382 89 402 187  0x04;Annuler;Annuler
DITL;160;;3;posAndFlags= 26 110 42 371  0x88;Difficulté des solitaires proposés :;Select the solitaires difficulty :
DITL;160;;4;posAndFlags= 15 387 47 419  0xA0;;
DITL;160;;5;posAndFlags= 17 23 49 55  0xA0;;
DITL;160;;6;posAndFlags= 106 21 124 191  0x05;6 cases vides;6 empties
DITL;160;;7;posAndFlags= 106 245 124 415  0x05;7 cases vides;7 empties
DITL;160;;8;posAndFlags= 126 21 144 191  0x05;8 cases vides;8 empties
DITL;160;;9;posAndFlags= 126 245 144 415  0x05;9 cases vides;9 empties
DITL;160;;10;posAndFlags= 146 21 164 191  0x05;10 cases vides;10 empties
DITL;160;;11;posAndFlags= 146 245 164 415  0x05;11 cases vides;11 empties
DITL;160;;12;posAndFlags= 166 21 184 191  0x05;12 cases vides;12 empties
DITL;160;;13;posAndFlags= 166 245 184 415  0x05;13 cases vides;13 empties
DITL;160;;14;posAndFlags= 186 21 204 191  0x05;14 cases vides;14 empties
DITL;160;;15;posAndFlags= 186 245 204 415  0x05;15 cases vides;15 empties
DITL;160;;16;posAndFlags= 206 21 224 191  0x05;16 cases vides;16 empties
DITL;160;;17;posAndFlags= 206 245 224 415  0x05;17 cases vides;17 empties
DITL;160;;18;posAndFlags= 226 21 244 191  0x05;18 cases vides;18 empties
DITL;160;;19;posAndFlags= 226 245 244 415  0x05;19 cases vides;19 empties
DITL;160;;20;posAndFlags= 246 21 264 191  0x05;20 cases vides;20 empties
DITL;160;;21;posAndFlags= 246 245 264 415  0x05;21 cases vides;21 empties
DITL;160;;22;posAndFlags= 266 21 284 191  0x05;22 cases vides;22 empties
DITL;160;;23;posAndFlags= 266 245 284 415  0x05;23 cases vides;23 empties
DITL;160;;24;posAndFlags= 286 21 304 191  0x05;24 cases vides;24 empties
DITL;160;;25;posAndFlags= 286 245 304 415  0x05;25 cases vides;25 empties
DITL;160;;26;posAndFlags= 324 71 342 404  0x05;Ne pas proposer de solitaire entre ordinateurs;Never propose a solitaire between computers
DITL;161;;1;posAndFlags= 394 250 414 348  0x04;OK;OK
DITL;161;;2;posAndFlags= 394 89 414 187  0x04;Annuler;Cancel
DITL;161;;3;posAndFlags= 26 90 42 380  0x88;Choisissez les préférences de l'othellier :;Please configure the display of information
DITL;161;;4;posAndFlags= 15 387 47 419  0xA0;;
DITL;161;;5;posAndFlags= 17 23 49 55  0xA0;;
DITL;161;;6;posAndFlags= 79 21 95 86  0x88;Général :;General
DITL;161;;7;posAndFlags= 174 21 190 127  0x88;Commentaires :;Move comments :
DITL;161;;8;posAndFlags= 248 21 264 134  0x88;Notes des coups :;Move values
DITL;161;;9;posAndFlags= 302 21 318 170  0x88;Bibliothèque de Zebra :;Use Zebra book to:
DITL;161;;10;posAndFlags= 78 136 96 429  0x05;Afficher le fond en bois de la fenêtre 2D;Use wood background
DITL;161;;11;posAndFlags= 98 136 116 432  0x05;Meilleure suite sous l'othellier;Show best line under the board
DITL;161;;12;posAndFlags= 118 136 136 429  0x05;Numéro du dernier coup sur le pion;Show last move number
DITL;161;;13;posAndFlags= 138 136 156 431  0x05;Afficher les prochains coups (a, b, c, etc.);Show next moves on board (a, b, c, etc.)
DITL;161;;14;posAndFlags= 173 136 191 400  0x05;Montrer le coup attendu par Cassio;Cassio's expected move
DITL;161;;15;posAndFlags= 193 136 211 447  0x05;Commentaires des coups (!, ?, ??);Moves annotations (!, ?, ??)
DITL;161;;16;posAndFlags= 213 136 231 445  0x05;Marques spéciales (delta, carré, etc);Special marks (delta, square, etc)
DITL;161;;17;posAndFlags= 247 136 265 440  0x05;Pourcentages de la bibliothèque de Cassio;Pourcentages from Cassio's book
DITL;161;;18;posAndFlags= 267 136 285 440  0x05;Évaluations de Cassio sur l'othellier;Show Cassio's evaluation on board
DITL;161;;19;posAndFlags= 301 173 319 447  0x05;Afficher ses notes sur l'othellier;Show Zebra's evaluations on the board
DITL;161;;20;posAndFlags= 321 173 339 446  0x05;Colorier les coups sur l'othellier;Colorize moves on the board
DITL;162;;1;posAndFlags= 207 380 227 482  0x04;Remplacer;Replace
DITL;162;;2;posAndFlags= 207 191 227 364  0x04;Créer nouvelle partie;Create new game
DITL;162;;3;posAndFlags= 19 24 51 56  0xA0;È;È
DITL;162;;4;posAndFlags= 15 70 67 484  0x88;Il existe déjà dans la liste une partie plus ancienne avec ^0 coups identiques. Souhaitez-vous la remplacer par celle que vous êtes en train d'enregister ?;We already have in the list an older game with ^0  identical moves.  Do you want to replace it with the one you're saving?\n\nOld game:\n^1\n\nNew game:\n^2\n
DITL;162;;5;posAndFlags= 206 56 226 140  0x04;Annuler;
DITL;162;;6;posAndFlags= 79 68 95 187  0x88;Ancienne partie :;
DITL;162;;7;posAndFlags= 133 68 149 187  0x88;Nouvelle partie :;
DITL;162;;8;posAndFlags= 99 86 129 501  0x88;^1;
DITL;200;;1;posAndFlags= 140 388 160 477  0x04;Continuer;Continue
DITL;200;;2;posAndFlags= 140 89 160 333  0x04;Effacer le rapport maintenant;Clear all text in report now
DITL;200;;3;posAndFlags= 14 88 67 480  0x88;Le Rapport devient un peu long, vous devriez pensez à effacer du texte pour faire de la place.. Vous pouvez choisir de le vider complètement dès maintenant.;Report is getting quite long now. You should consider clearing some text to shorten it.. You can choose to clear it completely now if you wish.
DITL;200;;4;posAndFlags= 17 23 49 55  0xA0;;
DITL;201;;1;posAndFlags= 144 388 164 477  0x04;Continuer;Continue
DITL;201;;2;posAndFlags= 144 85 164 329  0x04;Effacer le rapport maintenant;Clear all text in report now
DITL;201;;3;posAndFlags= 14 88 67 480  0x88;Le rapport est vraiment trop long maintenant. Veuillez effacer du texte pour le raccourcir. Vous pouvez choisir de le vider dès maintenant.;Report is getting very very long now. Please clear some text to shorten it, please. You can choose to clear it completely now if you wish.
DITL;201;;4;posAndFlags= 17 23 49 55  0xA0;;
DITL;257;;1;posAndFlags= 80 240 100 300  0x04;Annuler;Cancel
DITL;257;;2;posAndFlags= 20 60 64 298  0x08;Trop de texte dans le presse-papier pour pouvoir le lire.;Too much text in the clipboard to load it !
DITL;258;;1;posAndFlags= 89 273 109 343  0x04;OK;OK
DITL;258;;2;posAndFlags= 12 66 79 359  0x08;Il n'y a pas assez de mémoire temporaire dans le sytème pour passer en 3D. Essayez de quitter d'autres applications pour libérer de la mémoire.;Il n'y a pas assez de mémoire temporaire dans le sytème pour passer en 3D. Essayez de quitter d'autres applications pour libérer de la mémoire.
DITL;1128;;1;posAndFlags= 103 389 123 467  0x04;OK;OK
DITL;1128;;2;posAndFlags= 15 73 31 439  0x88;Les deux lignes suivantes donnent la même position;The two following lines are perfect transpositions :
DITL;1128;;3;posAndFlags= 7 16 39 48  0xA0;;
DITL;1128;;4;posAndFlags= 56 2 72 505  0x88;^0;^0
DITL;1128;;5;posAndFlags= 71 2 87 506  0x88;^1;^1
DITL;1129;;1;posAndFlags= 98 329 118 392  0x04;Oui;Yes
DITL;1129;;2;posAndFlags= 98 221 118 279  0x04;Non;No
DITL;1129;;3;posAndFlags= 17 19 49 51  0xA0;;
DITL;1130;;1;posAndFlags= 109 328 129 391  0x04;OK;OK
DITL;1130;;2;posAndFlags= 17 19 49 51  0xA0;;
DITL;1132;;1;posAndFlags= 101 333 121 396  0x04;OK;OK
DITL;1132;;2;posAndFlags= 18 74 88 420  0x88;Qu'avez-vous encore fait ?! La taille de l'index en mémoire (^0 parties) ne correspond pas à la taille de la base (^1 parties). Je suis donc obligé de le détruire.;What have you done ?! The size of the index in memory (^0 games) doesn't match the number of games (^1 games). So I'm forced to destroy it.
DITL;1133;;1;posAndFlags= 80 299 100 372  0x04;Annuler;Cancel
DITL;1133;;2;posAndFlags= 80 174 100 268  0x04;Remplacer;Replace
DITL;1133;;3;posAndFlags= 19 24 51 56  0xA0;È;È
DITL;1134;;1;posAndFlags= 253 357 273 415  0x04;OK;OK
DITL;1134;;2;posAndFlags= 23 17 55 49  0xA0;;
DITL;1134;;3;posAndFlags= 25 61 88 407  0x88;Pour définir ou modifier un groupe, il faut :\n• taper sa définition dans la fenêtre du rapport (au besoin en passant en mode «traitement de texte» avec pomme-option-t);"To define or modify a group, you have to:\n• type in its definition in the report window (switch to the ""word processing mode"" with command-option-t)"
DITL;1134;;4;posAndFlags= 139 59 172 438  0x88;Exemple :\n∑phares={Rubens,de Vinci,Rembrandt,Michel-Ange,Puget,;Example :\n∑beacons={Rubens,de Vinci,Rembrandt,Michel-Ange,
DITL;1134;;5;posAndFlags= 171 123 187 310  0x88;Watteau,Goya,Delacroix};Puget,Watteau,Goya,Delacroix}
DITL;1134;;6;posAndFlags= 208 61 243 438  0x88;N.B. : Pour supprimer un groupe, définissez-le comme le groupe vide {}.;N.B. : To delete a group, define it as the empty group {}.
DITL;1135;;1;posAndFlags= 309 346 329 413  0x04;OK;OK
DITL;1135;;2;posAndFlags= 23 17 55 49  0xA0;;
DITL;1135;;3;posAndFlags= 25 61 88 413  0x88;Pour trier des parties de la liste selon l'ordre final d'un tournoi, il faut :\n\n• sélectionner dans la liste les parties à trier;To sort games in the list according to rankings of a tournament, you have to :\n\n• select in the list the games to sort
DITL;1135;;4;posAndFlags= 89 61 204 411  0x88;\n• avoir dans le presse-papier ou dans la sélection du rapport le classement du tournoi (rappel : mode «traitement de texte» avec pomme-option-t)\n\n• utiliser «suivant un classement de tournoi…» dans le sous-menu «Base-> trier la liste»;
DITL;2000;;1;posAndFlags= 96 3 105 125  0x80;;
DLOG;128;Quitter;; ;;
DLOG;129;Choix cadence;; ;Niveau;Level
DLOG;130;Préférences;; ;Préférences;Preferences
DLOG;131;Vous passez;; ;Désolé…;Sorry…
DLOG;132;Saisie Partie;; ;;
DLOG;133;Coefficients;; ;Coefficients;Coefficients
DLOG;134;Pas solitaire;; ;Désolé…;Sorry…
DLOG;135;Solitaire !;; ;Solitaire !;Solitaire !
DLOG;136;Recherche Thor;; ;Recherche d'une partie;Looking for one game
DLOG;137;Fichier introuvable;; ;;
DLOG;138;Félicitations sol. gagnant;; ;Félicitations;Congratulations
DLOG;139;Félicitations sol. annulant;; ;Félicitations;Congratulations
DLOG;140;Lecture base;; ;Lecture de la base;Database Loading
DLOG;141;Problème mémoire;; ;Pas assez de mémoire !;Not enough memory !
DLOG;142;Position féerique;; ;;
DLOG;143;Fermeture fenêtre;; ;??!?!;??!?!
DLOG;144;Aperçu impression;; ;Aperçu avant impression;Print Preview
DLOG;145;Criteres;; ;Sous-critères;Sub-criterias
DLOG;146;Presse Papier Pos;; ;Paramétrage des diagrammes;Diagram Parameters
DLOG;147;Presse Papier Diag;; ;Paramétrage des diagrammes;Diagram Parameters
DLOG;148;Presse Papier Liste;; ;Paramétrage des diagrammes;Diagram Parameters
DLOG;149;Apprentissage partie;; ;;
DLOG;150;Confirmation arrêt rétro;; ;Confirmation;Confirmation
DLOG;151;Remplacer database ?;; ;;
DLOG;152;Ecriture solitaire impossible;; ;Désolé…;Sorry…
DLOG;153;Préférences spéciales;; ;;
DLOG;154;Fichier photos non trouvé !;; ;;
DLOG;155;Détruire sous-arbre;; ;;
DLOG;156;Analyse rétrograde;; ;Analyse rétrograde;Retrograde Analysis
DLOG;157;Branche principale;; ;Branche principale;Branche principale
DLOG;158;Supprimer parties ?;; ;;
DLOG;159;Supprimer partie ?;; ;;
DLOG;160;Difficulté des solitaires;; ;;
DLOG;161;Préférences d'affichage;; ;;
DLOG;162;Remplacer partie ?;; ;;
DLOG;1128;Nouvelle interversion;; ;Nouvelle interversion;New Perfect Transposition
DLOG;1129;Oui-Non;; ;Oui-Non;Oui-Non
DLOG;1133;Remplacer groupe ?;; ;;
DLOG;1134;Syntaxe groupes;; ;Syntaxe des groupes;Group Syntax
DLOG;1135;Trier les joueurs;; ;Trier les joueurs;Trier les joueurs
DLOG;2000;Commentaires Smart Game Board;; ;Arbre de jeu;Game Tree
MENU;1;;0;flags=FFFFFFF7;;
MENU;1;;1;;À propos de Cassio...;About Cassio…
MENU;1;;2;;-;-
MENU;2;;0;flags=FFFEDDA7;Fichier;File
MENU;2;Fichier;1;keyEquiv=N;Nouvelle partie;New Game
MENU;2;Fichier;2;keyEquiv=O;Ouvrir…;Open…
MENU;2;Fichier;3;keyEquiv=;Document récent;Reopen
MENU;2;Fichier;4;keyEquiv=W;Fermer la fenêtre;Close Window
MENU;2;Fichier;5;;Importer tout un répertoire…;Import games from directory…
MENU;2;Fichier;6;;-;-
MENU;2;Fichier;7;keyEquiv=S;Enregistrer la partie…;Save Current Game as…
MENU;2;Fichier;8;keyEquiv=∑;Enregistrer l'arbre de jeu…;Save Game Tree as…
MENU;2;Fichier;9;;-;-
MENU;2;Fichier;10;;Aperçu avant impression…;Print Preview…
MENU;2;Fichier;11;;Format d'impression…;Print Setup…
MENU;2;Fichier;12;;Imprimer…;Print…
MENU;2;Fichier;13;;-;-
MENU;2;Fichier;14;keyEquiv=:;Iconiser;Iconize
MENU;2;Fichier;15;keyEquiv=,;Préférences…;Preferences…
MENU;2;Fichier;16;;-;-
MENU;2;Fichier;17;keyEquiv=Q;Quitter;Quit
MENU;3;;0;flags=00005501;Édition;Edit
MENU;3;Édition;1;keyEquiv=Z;Annuler;Cancel
MENU;3;Édition;2;;-;-
MENU;3;Édition;3;keyEquiv=X;Couper;Cut
MENU;3;Édition;4;keyEquiv=C;Copier;Copy
MENU;3;Édition;5;keyEquiv=;Copier spécial;Copy (special)
MENU;3;Édition;6;keyEquiv=V;Coller;Paste
MENU;3;Édition;7;;Effacer;Clear
MENU;3;Édition;8;keyEquiv=A;Tout sélectionner;Select All
MENU;3;Édition;9;;-;-
MENU;3;Édition;10;keyEquiv=@;Configurer le presse-papier…;Diagram Parameters…
MENU;3;Édition;11;;-;-
MENU;3;Édition;12;keyEquiv=?;Raccourcis de Cassio;Cassio Short Cuts
MENU;4;;0;flags=FFFE76F7;Partie;Game
MENU;4;Partie;1;;Revenir au coup n°…;Go Back to Move #…
MENU;4;Partie;2;keyEquiv=®;Revenir au début;Go Back to Start
MENU;4;Partie;3;;-;-
MENU;4;Partie;4;keyEquiv=Z;1 coup en arrière;1 Move Back
MENU;4;Partie;5;keyEquiv=E;1 coup en avant;1 Move Forward
MENU;4;Partie;6;;2 coups en arrière;2 Moves Back
MENU;4;Partie;7;;2 coups en avant;2 Moves Forward
MENU;4;Partie;8;;-;-
MENU;4;Partie;9;keyEquiv=D;Diagramme…;Diagram…
MENU;4;Partie;10;keyEquiv=+;Taper un diagramme…;Type in Transcript…
MENU;4;Partie;11;;-;-
MENU;4;Partie;12;;Nouvelle branche principale…;Make Main Branch in Game Tree…
MENU;4;Partie;13;keyEquiv=-;Détruire un coup…;Delete Move…
MENU;4;Partie;14;;Modifier la position...;Modify Position...
MENU;4;Partie;15;;-;-
MENU;4;Partie;16;keyEquiv=U;Forcer Cassio à jouer;Force Cassio to Move Now
MENU;5;;0;flags=FFFFAFB7;Mode;Mode
MENU;5;Mode;1;keyEquiv=T;Choix du niveau de jeu…;Choose Playing Level…
MENU;5;Mode;2;;Réflexion sur le temps adverse;Think on Opponent's Time
MENU;5;Mode;3;;-;-
MENU;5;Mode;4;;Bibliothèque d'ouvertures active;Use Opening Library
MENU;5;Mode;5;;Varier les ouvertures;Opening practice session
MENU;5;Mode;6;;-;-
MENU;5;Mode;7;;Milieu de partie (note principale);Midgame (principal value)
MENU;5;Mode;8;keyEquiv=;Milieu de partie (n meilleures notes);Midgame (n best values)
MENU;5;Mode;9;;Milieu de partie (toutes les notes);Midgame (all values)
MENU;5;Mode;10;;Finale (coup gagnant);Endgame (winning move)
MENU;5;Mode;11;;Finale (meilleur coup);Endgame (best move)
MENU;5;Mode;12;;-;-
MENU;5;Mode;13;;Coefficients d'évaluation…;Evaluation Coefficients…
MENU;5;Mode;14;;-;-
MENU;5;Mode;15;keyEquiv=I;Configurer l'analyse rétrograde…;Configure Retrograde Analysis…
MENU;5;Mode;16;;Analyser la partie;Analyse game
MENU;6;;0;flags=FFFFFFDB;Joueurs;Players
MENU;6;Joueurs;1;keyEquiv=F;Humain contre Humain;Human vs Human
MENU;6;Joueurs;2;;-;-
MENU;6;Joueurs;3;;Cassio joue les Noirs;Cassio Plays Black
MENU;6;Joueurs;4;;Cassio joue les Blancs;Cassio Plays White
MENU;6;Joueurs;5;;Cassio analyse (pour les deux couleurs);Cassio analyses (for both colors)
MENU;6;Joueurs;6;;-;-
MENU;6;Joueurs;7;;Ajouter une minute à Noir;Add a Minute, Black
MENU;6;Joueurs;8;;Ajouter une minute à Blanc;Add a Minute, White
MENU;7;;0;flags=FFFEFD77;Affichage;Display
MENU;7;Affichage;1;;Voir l'othellier en 3D;Switch to 3D Board View
MENU;7;Affichage;2;keyEquiv=;Couleur;Color
MENU;7;Affichage;3;;-;-
MENU;7;Affichage;4;;Symétrie  F5-->E6;Symmetry F5-->E6
MENU;7;Affichage;5;;Symétrie  F5-->D3;Symmetry  F5-->D3
MENU;7;Affichage;6;;Rotation   F5-->C4;Rotation   F5-->C4
MENU;7;Affichage;7;;-;-
MENU;7;Affichage;8;keyEquiv=à;Configurer l'affichage…;Configure board informations…
MENU;7;Affichage;9;;-;-
MENU;7;Affichage;10;keyEquiv==;Palette flottante;Palette
MENU;7;Affichage;11;keyEquiv=R;Fenêtre du Rapport;Show Game Report
MENU;7;Affichage;12;keyEquiv=P;Fenêtre de Réflexion de Cassio;Show Calculations Window
MENU;7;Affichage;13;keyEquiv=G;Fenêtre de Gestion du temps;Show Time Management Window
MENU;7;Affichage;14;keyEquiv=$;Fenêtre de l'Arbre de jeu;Show Game Tree Window
MENU;7;Affichage;15;;Fenêtre de la Courbe d'évaluation;Show Evaluation Graph Window
MENU;7;Affichage;16;keyEquiv=<;Faire défiler les fenêtres;Cycle through windows
MENU;7;Affichage;17;;-;-
MENU;7;Affichage;18;;Son;
MENU;8;;0;flags=FFED5B07;Base;Database
MENU;8;Base;1;keyEquiv=B;Charger des parties de la base…;Load Games from Database…
MENU;8;Base;2;keyEquiv=;Enregistrer les parties de la liste;Save List of Games…
MENU;8;Base;3;;-;-
MENU;8;Base;4;;Ouvrir la partie sélectionnée;Load Selected Game
MENU;8;Base;5;;Jouer le coup de la partie sélectionnée;Play Next Move of Selected Game
MENU;8;Base;6;;Jouer le coup majoritaire;Play Most Common Move
MENU;8;Base;7;;-;-
MENU;8;Base;8;;Statistiques;Statistics
MENU;8;Base;9;;Liste des parties;List of Games
MENU;8;Base;10;;Nuage de régression;Regression cloud
MENU;8;Base;11;;-;-
MENU;8;Base;12;keyEquiv=Y;Sous-sélection active;Show Sub-Selection
MENU;8;Base;13;;-;-
MENU;8;Base;14;keyEquiv=ß;Ajouter la partie à la liste…;Add Current Game to List…
MENU;8;Base;15;keyEquiv=>;Renverser l'ordre de la liste;Reverse List Order
MENU;8;Base;16;keyEquiv=;Trier la liste;Sort the List
MENU;8;Base;17;;-;-
MENU;8;Base;18;;Définir un groupe;Define a New Group
MENU;8;Base;19;;Lister les groupes;List Groups
MENU;8;Base;20;;-;-
MENU;8;Base;21;;Interversions autorisées;Check Transpositions
MENU;9;;0;flags=FFFFFFFF;π;π
MENU;9;π;1;;Ajuster modèle linéaire de finale;Ajuster modèle linéaire de finale
MENU;9;π;2;keyEquiv=£;Rechercher les solitaires de la liste;Rechercher les solitaires de la liste
MENU;9;π;3;;Préférences spéciales…;Préférences spéciales…
MENU;9;π;4;;Ouvrir une bibliothèque…;Ouvrir une bibliothèque…
MENU;9;π;5;keyEquiv=;Gestion de la base WTHOR;Gestion de la base WTHOR
MENU;9;π;6;;Nettoyer le graphe d'apprentissage;Nettoyer le graphe d'apprentissage
MENU;9;π;7;;Benchmark de milieu;Run midgame benchmark
MENU;9;π;8;;Effet spécial 1;Effet spécial 1
MENU;9;π;9;;Effet spécial 2;Effet spécial 2
MENU;9;π;10;;Inutilisé;Inutilisé
MENU;9;π;11;;Inutilisé;Inutilisé
MENU;9;π;12;keyEquiv=%;Inutilisé;Inutilisé
MENU;9;π;13;;Précompiler les sources de Cassio;Précompiler les sources de Cassio
MENU;9;π;14;;Cellule d'apprentissage->rapport;Cellule d'apprentissage->rapport
MENU;9;π;15;;Tout écrire dans « Rapport.log »;Tout écrire dans « Rapport.log »
MENU;9;π;16;;Algo Métaphone pour deviner les noms;Algo Métaphone pour deviner les noms
MENU;9;π;17;keyEquiv=†;Traitement de texte;Traitement de texte
MENU;9;π;18;;Match…;Match…
MENU;9;π;19;;Arrondir les évaluations;Arrondir les évaluations
MENU;9;π;20;;Faire confiance aux scores de l'arbre;Faire confiance aux scores de l'arbre
MENU;10;;0;flags=FFFFFFDF;Solitaire;Solitaire
MENU;10;Solitaire;1;keyEquiv=J;Jouer un nouveau solitaire;New Solitaire
MENU;10;Solitaire;2;;Configurer les solitaires…;Configure Solitaires…
MENU;10;Solitaire;3;;Enregistrer la solution du solitaire…;Save Solution of this Solitaire…
MENU;10;Solitaire;4;;Est un solitaire… ?;Is Position a Solitaire… ?
MENU;10;Solitaire;5;;-;-
MENU;10;Solitaire;6;keyEquiv=K;Nouveau problème de prise de coin;New Corner Puzzle
MENU;10;Solitaire;7;keyEquiv=Ë;Est un problème de prise de coin ?;Is Position a Corner Puzzle ?
MENU;10;Solitaire;8;;Chercher un problème de coin dans la liste;Find Corner Puzzle in List
MENU;100;;0;flags=FFBFFFF7;Couleur;Color
MENU;100;Couleur;1;keyEquiv=;Picture 2D;Picture 2D
MENU;100;Couleur;2;keyEquiv=;Picture 3D;Picture 3D
MENU;100;Couleur;3;;-;-
MENU;100;Couleur;4;;Vert;Green
MENU;100;Couleur;5;;Vert pâle;Light Green
MENU;100;Couleur;6;;Vert sapin;Wood Green
MENU;100;Couleur;7;;Vert pomme;Apple Green
MENU;100;Couleur;8;;Vert turquoise;Lagoon Green
MENU;100;Couleur;9;;Vert kaki;Kaki Green
MENU;100;Couleur;10;;Bleu;Blue
